Age,Gender,District,Region,Location Type,Customer Type,Employment Status,Income Level,Education Level,Tenure,Balance,Credit Score,Outstanding Loans,Num Of Products,Mobile Banking Usage,Number of Transactions per Month,Num Of Complaints,Proximity to Nearest Branch or ATM (km),Mobile Network Quality,Owns Mobile Phone
80,Male,Salima,Central,Semi Urban,SME,Self Employed,1048374,Tertiary,15,2172540,708,809937,4,Yes,9,5,9.2,Fair,Yes
57,Male,Chitipa,Northern,Urban,SME,Employed,152633,Primary,17,1675149,811,1676683,5,Yes,16,3,4.4,Fair,Yes
48,Male,Mzimba,Northern,Urban,Corporate,Employed,2014049,Tertiary,25,654595,718,2133442,4,Yes,17,5,3.5,Good,Yes
72,Male,Chikwawa,Southern,Urban,Corporate,Self Employed,362856,Secondary,22,798579,679,977540,3,Yes,15,1,4.2,Good,Yes
63,Female,Dedza,Central,Urban,Corporate,Self Employed,564165,Secondary,2,2330392,413,913818,3,Yes,18,4,1.5,Good,Yes
43,Female,Mchinji,Central,Urban,Corporate,Employed,99317,Primary,28,2160176,612,1569068,3,Yes,14,6,2.8,Fair,Yes
36,Male,Balaka,Southern,Semi Urban,SME,Self Employed,115102,Primary,2,2548255,655,2177634,2,Yes,10,2,8.8,Good,Yes
47,Male,Lilongwe,Central,Urban,Corporate,Employed,1030914,Tertiary,12,2708662,372,821690,4,Yes,19,5,3.6,Fair,Yes
38,Female,Chikwawa,Southern,Urban,SME,Self Employed,152826,Secondary,26,3009864,728,312525,3,Yes,15,4,4.1,Good,Yes
85,Female,Balaka,Southern,Urban,Corporate,Employed,701732,Secondary,3,202024,750,1839157,3,Yes,20,3,4.1,Good,Yes
95,Female,Chiradzulu,Southern,Urban,SME,Self Employed,160148,Secondary,28,2221081,640,1928411,5,Yes,16,5,3.0,Good,Yes
51,Female,Balaka,Southern,Semi Urban,Corporate,Self Employed,516039,Secondary,12,2983765,389,1906375,6,Yes,14,5,8.4,Fair,Yes
73,Male,Chiradzulu,Southern,Urban,Corporate,Self Employed,173611,Secondary,28,3376149,399,2049860,3,Yes,15,5,2.2,Good,Yes
86,Female,Ntchisi,Central,Urban,Corporate,Employed,2037071,Tertiary,7,721377,767,1420608,7,Yes,13,4,3.9,Good,Yes
39,Male,Nkhata Bay,Northern,Urban,Corporate,Self Employed,263655,Primary,26,2927755,559,932751,2,Yes,18,4,3.7,Good,Yes
47,Female,Nsanje,Southern,Urban,Corporate,Self Employed,1691252,Tertiary,8,2223608,521,1424767,7,Yes,13,4,3.8,Fair,Yes
93,Male,Mwanza,Southern,Urban,SME,Employed,232566,Secondary,11,2325778,804,390582,1,Yes,10,3,3.5,Good,Yes
78,Female,Karonga,Northern,Urban,SME,Self Employed,255219,Primary,24,1106443,642,2069870,7,Yes,13,3,3.1,Poor,Yes
38,Female,Dedza,Central,Semi Urban,Corporate,Self Employed,303448,Secondary,6,1793083,387,2014183,7,Yes,11,3,5.1,Poor,Yes
64,Female,Dedza,Central,Urban,SME,Self Employed,1563937,Tertiary,26,2907302,729,366187,2,Yes,17,2,2.1,Fair,Yes
57,Female,Blantyre,Southern,Urban,SME,Employed,707113,Secondary,6,2822085,838,1071449,5,Yes,12,5,4.2,Poor,Yes
68,Male,Mzimba,Northern,Urban,SME,Employed,2104705,Tertiary,6,1713694,625,218449,4,Yes,15,5,4.5,Good,Yes
88,Female,Ntcheu,Central,Rural,Corporate,Employed,288123,Primary,7,3538164,724,1427078,5,Yes,5,5,12.5,Poor,Yes
22,Male,Mchinji,Central,Urban,Corporate,Employed,299093,Secondary,11,1678370,635,1004504,5,Yes,11,2,2.4,Good,Yes
71,Male,Dedza,Central,Urban,Corporate,Self Employed,229402,Primary,19,3140197,333,203963,3,Yes,10,5,1.0,Fair,Yes
34,Male,Zomba,Southern,Urban,SME,Employed,933560,Secondary,26,3403729,729,553041,7,Yes,17,2,3.9,Fair,Yes
79,Male,Dowa,Central,Urban,Corporate,Self Employed,378751,Secondary,6,587491,715,787941,7,Yes,19,1,4.3,Good,Yes
35,Male,Mwanza,Southern,Urban,Corporate,Self Employed,11479,Primary,22,2961389,772,1907303,4,Yes,14,6,1.8,Good,Yes
29,Female,Mangochi,Southern,Urban,Corporate,Employed,439691,Secondary,24,2666692,772,1265358,4,Yes,13,4,1.7,Good,Yes
30,Male,Neno,Southern,Semi Urban,Corporate,Employed,419655,Secondary,2,893051,835,2007889,6,Yes,5,4,9.3,Fair,Yes
86,Female,Thyolo,Southern,Semi Urban,Corporate,Employed,240713,Primary,18,3023538,518,979039,7,Yes,6,3,8.4,Poor,Yes
64,Female,Nkhotakota,Central,Urban,SME,Self Employed,724186,Secondary,9,1332741,779,1481498,1,Yes,16,4,2.0,Good,Yes
55,Female,Thyolo,Southern,Urban,SME,Self Employed,147699,Primary,2,2268970,613,1079580,1,Yes,12,3,2.9,Good,Yes
39,Male,Dowa,Central,Urban,Corporate,Employed,905462,Secondary,29,1456899,561,415889,1,Yes,10,3,0.9,Fair,Yes
30,Female,Ntcheu,Central,Semi Urban,Corporate,Employed,765882,Secondary,8,2298479,591,921507,1,Yes,10,1,13.5,Fair,Yes
76,Female,Thyolo,Southern,Urban,Corporate,Employed,211210,Primary,10,1392538,586,853475,2,Yes,14,2,2.4,Good,Yes
78,Female,Nkhotakota,Central,Semi Urban,Corporate,Self Employed,217695,Secondary,28,2478142,347,1140325,2,Yes,6,3,6.8,Good,Yes
44,Female,Balaka,Southern,Urban,Corporate,Self Employed,171030,Primary,5,1945951,500,1190198,3,Yes,12,1,0.9,Good,Yes
89,Male,Phalombe,Southern,Urban,Corporate,Employed,258942,Secondary,30,2133793,320,1355489,2,Yes,16,3,3.8,Good,Yes
80,Male,Mchinji,Central,Urban,Corporate,Not Employed,25348,Secondary,3,3697401,828,2002301,5,Yes,14,7,1.6,Good,Yes
95,Male,Chiradzulu,Southern,Urban,Corporate,Not Employed,26150,Primary,13,1682265,632,2186373,2,Yes,13,9,3.1,Fair,Yes
31,Male,Rumphi,Northern,Urban,SME,Employed,1324679,Tertiary,27,3651161,769,1219696,7,Yes,16,5,2.6,Fair,Yes
51,Male,Phalombe,Southern,Urban,SME,Self Employed,107463,Primary,5,3587465,807,242902,1,Yes,19,1,3.9,Good,Yes
75,Male,Nkhata Bay,Northern,Urban,Corporate,Employed,30929,Primary,21,3454203,625,835393,5,Yes,19,6,4.9,Poor,Yes
85,Male,Ntcheu,Central,Urban,Corporate,Self Employed,2362336,Tertiary,12,1913872,391,1413450,2,Yes,10,4,0.8,Good,Yes
60,Female,Salima,Central,Urban,Corporate,Employed,212989,Primary,18,3308983,363,992458,2,Yes,11,5,5.0,Good,Yes
71,Male,Lilongwe,Central,Urban,Corporate,Employed,261309,Primary,8,3493038,469,1582611,4,Yes,17,5,3.8,Fair,Yes
43,Female,Mwanza,Southern,Semi Urban,Corporate,Employed,946549,Secondary,9,3653329,813,487674,3,No,12,2,9.0,Fair,Yes
47,Male,Likoma,Northern,Urban,Corporate,Employed,188907,Primary,2,930634,639,1665599,7,Yes,19,4,1.3,Good,Yes
77,Male,Mwanza,Southern,Urban,Corporate,Employed,400633,Secondary,18,3004480,372,888076,1,Yes,15,3,2.2,Good,Yes
59,Male,Ntcheu,Central,Semi Urban,Corporate,Employed,1235434,Tertiary,6,3720510,364,1879291,1,Yes,15,5,14.9,Good,Yes
69,Female,Mwanza,Southern,Urban,Corporate,Self Employed,113155,Primary,12,1011057,576,352685,7,Yes,10,1,1.0,Fair,Yes
64,Female,Chiradzulu,Southern,Urban,Corporate,Employed,141209,Primary,12,3534684,575,1449623,4,Yes,17,3,1.9,Good,Yes
91,Female,Dowa,Central,Urban,Corporate,Employed,336846,Secondary,9,774000,849,873625,7,Yes,17,1,4.6,Fair,Yes
85,Male,Kasungu,Central,Urban,SME,Employed,309299,Secondary,29,1001552,667,514835,6,Yes,12,2,2.8,Good,Yes
55,Female,Machinga,Southern,Semi Urban,Corporate,Self Employed,185663,Primary,21,3241924,727,1070626,4,No,8,3,5.6,Poor,No
89,Male,Zomba,Southern,Urban,SME,Employed,753944,Secondary,14,3122488,747,1241071,6,Yes,12,3,1.7,Good,Yes
77,Male,Chiradzulu,Southern,Urban,Corporate,Employed,2227528,Tertiary,24,2036615,311,2013366,2,Yes,11,2,4.1,Good,Yes
52,Female,Ntchisi,Central,Urban,Corporate,Self Employed,578557,Secondary,27,1880225,661,2030558,4,No,16,5,1.2,Good,Yes
77,Female,Mchinji,Central,Urban,SME,Employed,979221,Tertiary,10,3350349,705,540439,5,Yes,17,1,3.8,Good,Yes
88,Female,Chitipa,Northern,Urban,Corporate,Self Employed,2276287,Tertiary,30,2588275,594,2139059,5,Yes,11,5,3.4,Good,Yes
25,Female,Blantyre,Southern,Urban,Corporate,Employed,1198478,Tertiary,10,1451988,617,880339,1,Yes,15,5,3.9,Good,Yes
83,Male,Karonga,Northern,Semi Urban,Corporate,Self Employed,724463,Secondary,9,2504288,364,2052573,4,Yes,5,5,5.8,Fair,Yes
84,Female,Kasungu,Central,Urban,Corporate,Self Employed,2188485,Tertiary,1,1590059,378,794393,5,Yes,16,5,3.7,Poor,Yes
49,Female,Machinga,Southern,Urban,SME,Employed,2034366,Tertiary,23,3722625,787,1861811,5,Yes,12,4,1.3,Poor,Yes
53,Male,Kasungu,Central,Semi Urban,Corporate,Self Employed,896775,Secondary,8,2514922,540,144599,4,Yes,7,1,6.0,Fair,No
69,Female,Dowa,Central,Semi Urban,Corporate,Not Employed,87797,Secondary,24,2861301,752,1988738,1,Yes,14,6,12.6,Poor,Yes
80,Male,Nkhotakota,Central,Urban,SME,Employed,581256,Secondary,15,1325311,679,219808,6,Yes,10,2,3.9,Good,Yes
39,Female,Lilongwe,Central,Semi Urban,Corporate,Not Employed,80769,Primary,27,3550893,778,130709,3,Yes,6,9,5.3,Poor,Yes
75,Male,Kasungu,Central,Urban,Corporate,Employed,1151784,Tertiary,29,311805,627,198716,7,Yes,11,5,2.4,Good,Yes
82,Male,Zomba,Southern,Semi Urban,SME,Employed,291174,Secondary,21,2557518,653,759904,1,Yes,6,2,7.4,Poor,Yes
75,Female,Zomba,Southern,Urban,Corporate,Employed,1914537,Tertiary,17,1238788,300,1656447,5,Yes,14,2,2.0,Good,No
92,Male,Nsanje,Southern,Semi Urban,Corporate,Employed,874514,Secondary,29,2918035,618,1070861,5,No,5,4,12.0,Good,Yes
41,Female,Chitipa,Northern,Urban,SME,Employed,283418,Secondary,5,2283977,764,2077900,7,Yes,19,2,3.0,Good,No
30,Female,Ntchisi,Central,Semi Urban,Corporate,Self Employed,2397712,Tertiary,8,856546,728,1949387,1,Yes,11,2,14.7,Poor,Yes
47,Male,Mzimba,Northern,Urban,Corporate,Employed,29170,Primary,20,3065377,689,2013702,7,Yes,10,8,3.8,Good,Yes
92,Male,Ntchisi,Central,Urban,Corporate,Employed,219695,Primary,26,1935922,316,679812,3,Yes,13,3,3.0,Fair,Yes
49,Female,Nkhotakota,Central,Urban,Corporate,Not Employed,21186,Secondary,10,3559415,828,1895236,2,Yes,18,6,2.8,Good,Yes
30,Male,Kasungu,Central,Urban,Corporate,Self Employed,111581,Primary,16,2838651,405,1085928,4,Yes,13,1,1.4,Good,No
36,Female,Mwanza,Southern,Semi Urban,Corporate,Self Employed,461144,Secondary,2,332916,839,1974195,7,Yes,7,5,9.3,Poor,Yes
30,Female,Mulanje,Southern,Semi Urban,Corporate,Employed,184004,Secondary,30,3239844,627,758018,6,No,14,3,5.2,Good,Yes
41,Male,Dedza,Central,Semi Urban,SME,Employed,976196,Secondary,20,3059104,684,365045,2,Yes,12,4,13.3,Poor,Yes
55,Female,Mulanje,Southern,Urban,Corporate,Self Employed,246291,Secondary,5,195203,729,1683054,2,Yes,14,3,1.9,Fair,Yes
88,Female,Ntcheu,Central,Urban,Corporate,Employed,914326,Secondary,6,300606,794,1884769,5,Yes,10,5,2.2,Good,Yes
65,Female,Lilongwe,Central,Urban,Corporate,Employed,729704,Tertiary,20,504580,637,2034224,1,Yes,10,1,0.6,Poor,Yes
66,Male,Rumphi,Northern,Urban,SME,Employed,491561,Secondary,21,3444195,672,2107091,7,Yes,16,1,4.9,Good,Yes
30,Female,Chitipa,Northern,Urban,Corporate,Employed,994369,Secondary,25,3221345,351,1104458,4,Yes,19,5,2.8,Fair,Yes
76,Male,Thyolo,Southern,Urban,Corporate,Self Employed,302325,Secondary,13,3704258,543,175162,3,Yes,15,1,0.6,Good,No
92,Female,Kasungu,Central,Rural,Corporate,Self Employed,592590,Secondary,20,1445068,837,1811865,7,Yes,4,4,14.1,Fair,Yes
93,Female,Dedza,Central,Urban,Corporate,Employed,264472,Primary,3,3065095,655,2020386,3,No,15,3,2.2,Good,Yes
45,Male,Dowa,Central,Semi Urban,SME,Self Employed,845711,Secondary,19,3695527,783,857789,6,Yes,13,1,6.5,Poor,Yes
32,Female,Nsanje,Southern,Urban,Corporate,Employed,607982,Tertiary,25,3495838,414,743816,2,Yes,14,1,0.6,Fair,Yes
69,Male,Lilongwe,Central,Urban,Corporate,Not Employed,19985,Secondary,18,3564600,780,2066730,2,Yes,11,8,0.7,Good,Yes
63,Male,Chitipa,Northern,Semi Urban,Corporate,Self Employed,939409,Tertiary,3,1711741,678,629501,2,No,14,1,14.6,Good,Yes
72,Female,Dowa,Central,Urban,Corporate,Employed,277395,Primary,23,410240,777,1638413,1,Yes,20,5,2.7,Good,Yes
40,Female,Zomba,Southern,Urban,SME,Self Employed,264474,Primary,20,3089317,759,687397,7,Yes,11,2,1.2,Good,Yes
33,Male,Zomba,Southern,Urban,Corporate,Self Employed,303159,Secondary,18,1992987,579,1388140,3,Yes,16,2,3.2,Fair,Yes
86,Female,Dowa,Central,Semi Urban,Corporate,Self Employed,294198,Primary,23,3005836,460,1975818,2,Yes,7,5,13.7,Fair,Yes
34,Male,Mchinji,Central,Urban,SME,Employed,852700,Secondary,29,1404539,716,210134,7,Yes,19,4,3.2,Fair,Yes
79,Female,Neno,Southern,Rural,Corporate,Self Employed,167356,Secondary,16,3056022,602,561724,3,Yes,4,5,10.5,Poor,Yes
84,Female,Likoma,Northern,Urban,Corporate,Not Employed,17493,Secondary,7,1920061,732,1535203,6,Yes,11,8,2.9,Fair,No
50,Male,Salima,Central,Semi Urban,Corporate,Employed,193621,Primary,3,2884116,389,673271,2,Yes,7,3,8.4,Good,Yes
65,Male,Zomba,Southern,Semi Urban,Corporate,Not Employed,42453,Secondary,19,1749234,699,662039,2,Yes,15,10,11.5,Fair,Yes
35,Female,Nkhata Bay,Northern,Urban,Corporate,Employed,326629,Secondary,14,2203379,316,769625,4,Yes,14,5,2.2,Fair,Yes
91,Female,Karonga,Northern,Urban,Corporate,Employed,229719,Primary,24,1337263,590,930131,6,Yes,19,1,1.3,Fair,Yes
86,Female,Balaka,Southern,Urban,Corporate,Employed,812831,Secondary,18,1632596,536,1115807,3,Yes,20,5,1.0,Fair,Yes
29,Male,Neno,Southern,Semi Urban,Corporate,Self Employed,970959,Secondary,13,3587575,744,1928253,7,Yes,10,4,7.4,Fair,No
48,Female,Blantyre,Southern,Semi Urban,Corporate,Not Employed,45404,Secondary,7,2620589,669,116265,6,Yes,7,10,12.7,Poor,Yes
58,Female,Thyolo,Southern,Semi Urban,Corporate,Self Employed,229276,Primary,6,2854244,640,1600236,5,No,15,1,10.6,Fair,Yes
22,Female,Zomba,Southern,Urban,Corporate,Employed,2458979,Tertiary,6,2944511,744,651970,4,Yes,12,4,4.4,Fair,Yes
95,Female,Zomba,Southern,Urban,Corporate,Employed,75562,Primary,25,1388210,692,1323437,6,Yes,10,6,0.7,Poor,Yes
83,Male,Neno,Southern,Semi Urban,Corporate,Employed,130690,Primary,22,3147450,808,1404131,1,No,8,1,14.9,Good,Yes
85,Male,Karonga,Northern,Urban,Corporate,Employed,656914,Secondary,12,2572385,515,623391,1,Yes,19,3,3.2,Good,Yes
39,Female,Dedza,Central,Semi Urban,SME,Self Employed,1520637,Tertiary,11,3143298,811,438716,5,Yes,8,1,8.6,Poor,Yes
67,Male,Mwanza,Southern,Urban,Corporate,Self Employed,640470,Secondary,17,3296704,455,296246,3,Yes,12,5,1.2,Good,Yes
34,Male,Likoma,Northern,Rural,Corporate,Self Employed,213605,Secondary,25,3676569,703,161084,3,Yes,5,2,10.2,Poor,No
73,Female,Nsanje,Southern,Semi Urban,SME,Employed,267673,Primary,10,2490002,809,2036442,7,Yes,7,5,7.0,Fair,Yes
92,Male,Karonga,Northern,Urban,SME,Self Employed,266294,Primary,22,3340303,796,1874733,6,Yes,10,5,0.6,Fair,Yes
93,Female,Machinga,Southern,Urban,Corporate,Employed,760761,Secondary,13,1083722,740,2047635,4,No,19,4,0.7,Good,No
64,Male,Mulanje,Southern,Semi Urban,SME,Self Employed,324426,Secondary,12,2308640,666,277764,3,Yes,12,3,9.7,Poor,Yes
50,Female,Neno,Southern,Urban,Corporate,Self Employed,721790,Secondary,13,1793945,336,1607744,4,Yes,12,2,3.2,Fair,Yes
33,Male,Karonga,Northern,Semi Urban,SME,Employed,868642,Secondary,15,3356060,746,1023512,4,Yes,11,5,10.7,Fair,Yes
77,Male,Machinga,Southern,Semi Urban,Corporate,Employed,189143,Primary,4,825653,718,2143666,3,Yes,15,3,12.0,Poor,Yes
20,Female,Rumphi,Northern,Urban,Corporate,Self Employed,153310,Primary,29,2471283,649,1943025,6,Yes,13,3,0.8,Good,Yes
65,Female,Lilongwe,Central,Urban,SME,Employed,432517,Secondary,3,1342026,725,1871321,1,Yes,16,4,1.7,Poor,Yes
90,Male,Mwanza,Southern,Urban,Corporate,Not Employed,85601,Primary,6,1962351,680,411595,1,Yes,13,8,2.0,Good,Yes
85,Male,Mwanza,Southern,Urban,SME,Employed,2262920,Tertiary,6,2623508,713,1563648,5,Yes,20,5,4.5,Good,Yes
39,Female,Mzimba,Northern,Urban,Corporate,Self Employed,192100,Primary,12,310193,750,1794387,2,Yes,16,2,3.7,Poor,Yes
92,Male,Mulanje,Southern,Urban,Corporate,Not Employed,10576,Tertiary,15,3279687,631,238233,7,Yes,12,8,0.6,Good,Yes
94,Female,Likoma,Northern,Urban,Corporate,Employed,1548434,Tertiary,29,670209,833,827250,6,Yes,12,4,2.8,Poor,Yes
42,Female,Blantyre,Southern,Urban,Corporate,Not Employed,73668,Primary,5,3277779,719,194317,3,Yes,18,9,2.0,Good,No
60,Female,Kasungu,Central,Semi Urban,Corporate,Self Employed,987274,Secondary,3,1110411,509,1215906,6,Yes,8,5,11.6,Good,No
94,Female,Nkhata Bay,Northern,Urban,Corporate,Employed,194720,Primary,17,1212163,336,2050904,5,Yes,15,4,1.1,Fair,Yes
31,Male,Zomba,Southern,Semi Urban,Corporate,Self Employed,571141,Secondary,15,2730152,634,75954,5,Yes,12,3,6.1,Fair,Yes
73,Male,Likoma,Northern,Semi Urban,SME,Self Employed,251830,Primary,18,3618414,685,1707370,1,Yes,13,5,6.6,Poor,No
83,Male,Phalombe,Southern,Semi Urban,Corporate,Self Employed,389361,Secondary,5,513143,798,2095316,1,Yes,6,2,5.7,Good,Yes
48,Male,Phalombe,Southern,Urban,Corporate,Employed,1861469,Tertiary,6,619360,737,952673,2,Yes,11,1,4.6,Poor,No
88,Male,Mwanza,Southern,Urban,SME,Employed,1205178,Tertiary,20,1259881,635,1189864,3,Yes,16,2,1.5,Fair,Yes
77,Male,Ntcheu,Central,Urban,SME,Employed,196706,Secondary,17,2133294,664,1808424,6,Yes,12,1,2.3,Poor,Yes
66,Female,Neno,Southern,Urban,SME,Self Employed,1222507,Tertiary,5,2224062,767,1513851,6,Yes,17,3,4.5,Good,Yes
59,Male,Neno,Southern,Urban,Corporate,Employed,238697,Primary,8,2075870,807,1300796,7,No,14,4,0.6,Good,Yes
79,Female,Dowa,Central,Urban,SME,Employed,1833247,Tertiary,26,2222953,693,940620,1,Yes,15,1,2.2,Fair,Yes
53,Male,Zomba,Southern,Urban,Corporate,Self Employed,802538,Secondary,4,202269,698,518522,1,Yes,17,5,1.7,Poor,Yes
49,Male,Neno,Southern,Urban,Corporate,Self Employed,111010,Primary,24,3674174,768,210253,3,No,13,5,2.5,Good,Yes
76,Female,Lilongwe,Central,Semi Urban,Corporate,Self Employed,711184,Secondary,8,805654,634,618286,7,Yes,13,2,5.3,Fair,Yes
77,Male,Thyolo,Southern,Urban,SME,Self Employed,981157,Secondary,7,2833801,826,1044574,5,Yes,17,2,4.4,Fair,Yes
60,Male,Nsanje,Southern,Urban,SME,Self Employed,736407,Secondary,20,1124104,753,1185623,4,Yes,11,5,3.7,Good,No
36,Male,Chitipa,Northern,Urban,Corporate,Employed,461977,Secondary,23,1458186,598,624952,7,Yes,13,2,3.4,Good,Yes
25,Female,Nkhotakota,Central,Semi Urban,Corporate,Employed,634336,Secondary,17,2531683,703,1785340,4,Yes,7,1,11.3,Fair,Yes
26,Female,Mulanje,Southern,Urban,Corporate,Employed,325408,Secondary,13,2921296,668,1775088,4,Yes,12,2,2.5,Good,Yes
75,Male,Phalombe,Southern,Semi Urban,Corporate,Employed,100869,Primary,9,1527591,425,1210320,6,Yes,7,4,10.4,Good,Yes
76,Female,Machinga,Southern,Semi Urban,Corporate,Self Employed,385177,Secondary,21,1039065,363,836254,2,Yes,12,1,11.3,Fair,Yes
40,Female,Nsanje,Southern,Urban,Corporate,Not Employed,67330,Primary,9,1790978,793,1751787,4,Yes,16,7,3.2,Fair,Yes
63,Female,Mangochi,Southern,Semi Urban,SME,Employed,1418122,Tertiary,27,2933772,615,1712338,3,Yes,9,5,9.0,Fair,No
25,Male,Lilongwe,Central,Semi Urban,Corporate,Self Employed,125517,Primary,13,1448004,835,1159064,2,Yes,10,5,6.9,Fair,Yes
66,Male,Lilongwe,Central,Semi Urban,Corporate,Employed,242806,Primary,21,2763741,586,1775735,3,Yes,7,5,5.9,Fair,Yes
42,Female,Mchinji,Central,Semi Urban,Corporate,Employed,389267,Secondary,29,3272382,457,1156058,7,Yes,13,5,8.3,Good,Yes
72,Male,Mchinji,Central,Urban,Corporate,Employed,642110,Secondary,4,3621712,839,676,5,Yes,18,2,2.0,Fair,Yes
70,Male,Kasungu,Central,Semi Urban,Corporate,Employed,663566,Secondary,26,3177280,439,330805,2,Yes,12,1,5.8,Fair,No
53,Female,Nkhata Bay,Northern,Urban,Corporate,Employed,23796,Primary,5,2591253,844,1754950,2,Yes,13,8,1.7,Good,Yes
44,Female,Ntcheu,Central,Urban,SME,Self Employed,163683,Secondary,29,2895262,759,275374,2,Yes,18,2,4.5,Good,Yes
37,Female,Likoma,Northern,Urban,Corporate,Employed,954874,Secondary,6,1294219,338,409577,3,Yes,18,3,1.4,Good,Yes
32,Male,Karonga,Northern,Urban,SME,Self Employed,172813,Primary,19,2394591,823,788824,3,Yes,17,4,2.4,Good,Yes
21,Female,Salima,Central,Urban,Corporate,Self Employed,2055502,Tertiary,10,1978671,834,798153,2,Yes,15,2,4.7,Good,Yes
61,Female,Thyolo,Southern,Urban,Corporate,Self Employed,1924887,Tertiary,15,3643904,408,1555208,1,Yes,13,1,4.8,Good,Yes
69,Female,Nkhotakota,Central,Semi Urban,Corporate,Employed,223225,Primary,2,2228747,494,1969867,2,Yes,14,4,8.8,Fair,Yes
80,Male,Dowa,Central,Urban,Corporate,Self Employed,163287,Primary,4,1159210,735,77061,3,Yes,10,1,4.4,Good,Yes
69,Male,Neno,Southern,Semi Urban,SME,Employed,169741,Primary,28,2515634,764,1430810,6,Yes,8,4,13.1,Fair,No
85,Female,Karonga,Northern,Urban,Corporate,Employed,139671,Primary,2,375135,736,1311526,1,Yes,15,2,1.2,Good,Yes
46,Male,Dedza,Central,Semi Urban,Corporate,Self Employed,456266,Secondary,1,394345,660,745681,3,Yes,8,4,10.6,Fair,Yes
21,Male,Mzimba,Northern,Urban,Corporate,Self Employed,749516,Secondary,7,2898458,849,266500,4,Yes,11,4,2.0,Fair,Yes
87,Female,Nkhotakota,Central,Urban,Corporate,Employed,714712,Secondary,15,1574364,521,2182607,5,Yes,20,5,3.9,Good,Yes
63,Male,Dedza,Central,Urban,Corporate,Employed,791971,Secondary,30,1613058,468,244839,4,Yes,20,3,3.2,Good,Yes
84,Male,Nkhata Bay,Northern,Semi Urban,Corporate,Self Employed,518600,Secondary,3,2113975,754,77334,1,Yes,13,2,10.0,Fair,Yes
48,Male,Likoma,Northern,Urban,Corporate,Employed,1931572,Tertiary,7,3065883,446,941803,3,Yes,12,1,0.7,Good,Yes
93,Female,Karonga,Northern,Urban,SME,Self Employed,999987,Secondary,16,2871351,839,607220,3,Yes,17,3,4.7,Good,Yes
47,Female,Lilongwe,Central,Semi Urban,SME,Employed,1170399,Tertiary,25,1201176,667,617659,6,Yes,7,5,11.9,Good,Yes
79,Male,Kasungu,Central,Rural,Corporate,Employed,1331058,Tertiary,27,3320665,846,2180908,1,Yes,4,4,13.1,Poor,Yes
71,Male,Karonga,Northern,Urban,Corporate,Employed,99473,Primary,26,2030154,743,2075642,4,Yes,11,10,4.4,Poor,No
83,Female,Nkhotakota,Central,Semi Urban,SME,Self Employed,804415,Tertiary,26,2713691,781,2087655,3,Yes,13,4,10.8,Fair,No
52,Female,Chikwawa,Southern,Semi Urban,Corporate,Employed,565902,Secondary,24,1111945,421,337430,7,Yes,6,3,6.2,Fair,No
53,Female,Rumphi,Northern,Semi Urban,Corporate,Employed,978817,Secondary,22,3080228,438,1931193,7,Yes,14,3,11.1,Fair,Yes
59,Male,Mzimba,Northern,Urban,Corporate,Self Employed,162283,Secondary,5,2233059,630,828720,5,No,10,2,1.4,Fair,Yes
34,Female,Rumphi,Northern,Urban,Corporate,Employed,289332,Primary,13,2465357,737,1910950,6,No,20,1,3.0,Good,Yes
74,Female,Neno,Southern,Urban,Corporate,Employed,1565462,Tertiary,3,2051971,338,1875493,7,Yes,19,3,2.2,Good,Yes
95,Female,Mwanza,Southern,Urban,Corporate,Employed,175527,Primary,3,1984416,501,1410922,3,Yes,14,3,2.0,Good,Yes
67,Male,Zomba,Southern,Urban,Corporate,Self Employed,292913,Primary,24,351951,831,2081296,5,Yes,10,5,1.1,Good,Yes
62,Male,Mwanza,Southern,Urban,Corporate,Self Employed,228166,Primary,1,2432954,555,144268,2,Yes,13,3,5.0,Good,Yes
43,Male,Ntchisi,Central,Semi Urban,Corporate,Employed,509311,Secondary,5,1352431,540,146428,5,Yes,10,5,5.8,Fair,Yes
83,Male,Rumphi,Northern,Semi Urban,Corporate,Employed,579803,Tertiary,18,1407973,818,93324,2,Yes,6,5,11.7,Good,Yes
71,Female,Machinga,Southern,Urban,Corporate,Employed,721198,Secondary,25,3056855,400,877554,5,Yes,14,1,2.7,Fair,Yes
94,Male,Mwanza,Southern,Urban,Corporate,Employed,952518,Secondary,11,2300342,426,1999471,3,Yes,19,3,4.8,Good,Yes
38,Female,Chiradzulu,Southern,Urban,Corporate,Employed,228919,Primary,14,1446669,844,1528671,7,No,12,2,1.0,Fair,Yes
78,Female,Machinga,Southern,Semi Urban,Corporate,Employed,54877,Primary,4,1546994,810,727837,6,Yes,11,7,9.2,Fair,Yes
